n, mean, var, SE_mean, SE_var, mean_lower95, mean_upper95, var_lower95, var_upper95
50,-0.603547,2.144286,0.207089,0.433211,-1.009441,-0.197653,1.295192,2.993380
50,-0.429328,2.177824,0.208702,0.439987,-0.838384,-0.020273,1.315449,3.040198
50,-0.385309,2.254311,0.212335,0.455440,-0.801486,0.030868,1.361649,3.146973
50,-0.770559,2.147230,0.207231,0.433806,-1.176732,-0.364387,1.296970,2.997489
50,-0.520532,2.058023,0.202880,0.415783,-0.918177,-0.122886,1.243087,2.872958
50,-0.415513,1.567583,0.177064,0.316700,-0.762558,-0.068467,0.946852,2.188314
50,-0.177860,1.779489,0.188653,0.359511,-0.547619,0.191899,1.074847,2.484130
50,-0.689366,1.574227,0.177439,0.318042,-1.037146,-0.341586,0.950865,2.197589
50,-0.665150,2.844861,0.238531,0.574749,-1.132671,-0.197628,1.718354,3.971368
50,-0.953022,1.778800,0.188616,0.359372,-1.322709,-0.583335,1.074431,2.483169
50,-0.759247,2.042771,0.202127,0.412702,-1.155416,-0.363077,1.233875,2.851667
50,-0.373726,1.395950,0.167090,0.282024,-0.701222,-0.046230,0.843182,1.948718
50,-0.336470,2.291063,0.214059,0.462865,-0.756025,0.083086,1.383848,3.198277
50,-0.374367,2.657389,0.230538,0.536874,-0.826222,0.077487,1.605116,3.709661
50,-0.194143,2.042919,0.202135,0.412732,-0.590327,0.202041,1.233964,2.851873
50,-0.603617,2.465215,0.222046,0.498049,-1.038826,-0.168407,1.489040,3.441390
50,-0.435690,1.378740,0.166057,0.278548,-0.761161,-0.110219,0.832787,1.924694
50,-0.503167,2.028940,0.201442,0.409908,-0.897993,-0.108341,1.225521,2.832360
50,-0.499228,2.011041,0.200551,0.406292,-0.892308,-0.106147,1.214709,2.807372
50,-0.501272,2.154068,0.207561,0.435188,-0.908090,-0.094453,1.301101,3.007036
50,-0.562720,3.065625,0.247614,0.619350,-1.048042,-0.077397,1.851699,4.279550
50,-0.659065,1.901555,0.195016,0.384172,-1.041295,-0.276834,1.148578,2.654532
50,-0.511411,1.841809,0.191928,0.372102,-0.887588,-0.135233,1.112490,2.571127
50,-0.513407,2.444930,0.221130,0.493951,-0.946823,-0.079992,1.476787,3.413073
50,-0.556726,2.235091,0.211428,0.451557,-0.971125,-0.142328,1.350040,3.120142
50,-0.212593,1.838101,0.191734,0.371353,-0.588392,0.163206,1.110250,2.565952
50,-0.675983,2.063082,0.203130,0.416805,-1.074117,-0.277849,1.246143,2.880020
50,-0.453009,1.601518,0.178970,0.323555,-0.803791,-0.102227,0.967349,2.235686
50,-0.527269,1.898935,0.194881,0.383643,-0.909236,-0.145301,1.146995,2.650875
50,-0.516939,1.650221,0.181671,0.333395,-0.873014,-0.160863,0.996767,2.303676
50,-0.109036,1.326829,0.162901,0.268060,-0.428321,0.210249,0.801431,1.852226
50,-0.333232,2.330327,0.215885,0.470797,-0.756368,0.089903,1.407565,3.253090
50,-0.793015,1.763138,0.187784,0.356208,-1.161071,-0.424958,1.064971,2.461305
50,-0.299100,1.499543,0.173179,0.302953,-0.638530,0.040331,0.905754,2.093332
50,-0.622325,1.327048,0.162914,0.268104,-0.941636,-0.303013,0.801564,1.852533
50,-0.091579,2.179534,0.208784,0.440332,-0.500795,0.317637,1.316483,3.042585
50,-0.649417,1.707976,0.184823,0.345063,-1.011670,-0.287164,1.031652,2.384300
50,-0.182404,1.538073,0.175389,0.310738,-0.526168,0.161359,0.929027,2.147119
50,-0.415909,2.605268,0.228266,0.526344,-0.863310,0.031492,1.573635,3.636902
50,-0.741741,1.480618,0.172082,0.299130,-1.079023,-0.404459,0.894323,2.066913
50,-0.829695,2.724723,0.233441,0.550477,-1.287239,-0.372152,1.645788,3.803659
50,-0.506243,2.179934,0.208803,0.440413,-0.915496,-0.096989,1.316724,3.043145
50,-0.795641,2.231610,0.211263,0.450853,-1.209717,-0.381565,1.347937,3.115282
50,-0.592574,1.448950,0.170232,0.292732,-0.926229,-0.258919,0.875195,2.022705
50,-0.409132,1.171670,0.153080,0.236713,-0.709168,-0.109095,0.707713,1.635628
50,-0.759347,1.644988,0.181383,0.332338,-1.114857,-0.403836,0.993606,2.296370
50,-0.162196,2.178943,0.208756,0.440213,-0.571356,0.246965,1.316126,3.041761
50,-0.301317,1.763873,0.187823,0.356356,-0.669450,0.066816,1.065415,2.462331
50,-0.439529,2.728183,0.233589,0.551176,-0.897363,0.018305,1.647877,3.808488
50,-0.486435,2.306089,0.214760,0.465900,-0.907365,-0.065506,1.392925,3.219254
50,-0.043807,2.379609,0.218156,0.480754,-0.471393,0.383780,1.437332,3.321886
50,-0.557462,2.109303,0.205392,0.426144,-0.960031,-0.154892,1.274062,2.944545
50,-0.584788,2.287676,0.213901,0.462180,-1.004034,-0.165543,1.381803,3.193550
50,-0.525543,1.812438,0.190391,0.366168,-0.898710,-0.152377,1.094749,2.530127
50,0.002227,2.171420,0.208395,0.438693,-0.406227,0.410681,1.311581,3.031258
50,-0.927187,1.920145,0.195967,0.387928,-1.311281,-0.543092,1.159807,2.680484
50,-0.409840,2.249783,0.212122,0.454525,-0.825598,0.005919,1.358914,3.140652
50,-0.646029,1.758822,0.187554,0.355336,-1.013635,-0.278424,1.062364,2.455280
50,-0.360383,2.244418,0.211869,0.453441,-0.775646,0.054880,1.355674,3.133162
50,-0.608739,1.911681,0.195534,0.386218,-0.991986,-0.225492,1.154694,2.668669
50,-0.251836,1.959619,0.197971,0.395903,-0.639859,0.136186,1.183650,2.735589
50,-0.555801,2.186933,0.209138,0.441827,-0.965711,-0.145890,1.320952,3.052914
50,-0.213434,2.862925,0.239287,0.578398,-0.682437,0.255570,1.729264,3.996585
50,-0.678075,1.715625,0.185236,0.346609,-1.041139,-0.315012,1.036272,2.394978
50,-0.615929,1.877154,0.193760,0.379242,-0.995699,-0.236159,1.133839,2.620469
50,-0.333150,2.283671,0.213713,0.461371,-0.752028,0.085728,1.379384,3.187959
50,-0.731282,1.915144,0.195711,0.386918,-1.114876,-0.347688,1.156786,2.673503
50,-0.661021,1.291215,0.160699,0.260865,-0.975992,-0.346050,0.779920,1.802510
50,-0.620590,1.170684,0.153015,0.236514,-0.920500,-0.320680,0.707117,1.634251
50,-0.322598,1.732650,0.186153,0.350048,-0.687459,0.042262,1.046556,2.418744
50,-0.515465,2.694180,0.232128,0.544307,-0.970437,-0.060494,1.627339,3.761021
50,-0.470160,1.808719,0.190196,0.365416,-0.842944,-0.097377,1.092503,2.524936
50,-0.577574,1.783247,0.188852,0.360270,-0.947724,-0.207425,1.077117,2.489377
50,-0.221730,1.467647,0.171327,0.296510,-0.557531,0.114071,0.886489,2.048806
50,-0.630180,1.915386,0.195724,0.386966,-1.013798,-0.246562,1.156932,2.673840
50,0.099041,1.818087,0.190688,0.367309,-0.274707,0.472788,1.098162,2.538013
50,-0.306614,1.968638,0.198426,0.397725,-0.695528,0.082301,1.189097,2.748178
50,-0.585655,2.333544,0.216034,0.471447,-1.009083,-0.162228,1.409508,3.257580
50,-0.465946,1.214644,0.155862,0.245395,-0.771435,-0.160457,0.733669,1.695618
50,-0.544612,2.107307,0.205295,0.425740,-0.946990,-0.142233,1.272856,2.941758
50,-0.841517,1.730313,0.186028,0.349576,-1.206131,-0.476903,1.045144,2.415482
50,-0.361895,2.108135,0.205336,0.425908,-0.764352,0.040563,1.273356,2.942913
50,-0.724692,2.087205,0.204314,0.421679,-1.125147,-0.324237,1.260714,2.913696
50,-0.553243,1.932107,0.196576,0.390345,-0.938532,-0.167953,1.167032,2.697183
50,-0.670589,2.120994,0.205961,0.428506,-1.074272,-0.266905,1.281123,2.960865
50,-0.550169,1.863195,0.193039,0.376422,-0.928525,-0.171814,1.125407,2.600982
50,-0.633517,1.551882,0.176175,0.313527,-0.978820,-0.288214,0.937368,2.166395
50,-0.464824,1.923721,0.196149,0.388650,-0.849276,-0.080372,1.161966,2.685476
50,-0.293135,2.015642,0.200781,0.407221,-0.686665,0.100395,1.217488,2.813795
50,-0.637692,1.913419,0.195623,0.386569,-1.021113,-0.254271,1.155744,2.671095
50,-0.352341,2.281544,0.213614,0.460941,-0.771025,0.066342,1.378099,3.184989
50,-0.583197,1.404584,0.167606,0.283769,-0.911704,-0.254690,0.848397,1.960771
50,-0.308942,2.126237,0.206215,0.429565,-0.713124,0.095240,1.284290,2.968183
50,-0.586043,2.613769,0.228638,0.528061,-1.034174,-0.137913,1.578769,3.648769
50,-0.448417,1.584598,0.178022,0.320137,-0.797340,-0.099493,0.957129,2.212066
50,-0.522188,1.766591,0.187968,0.356905,-0.890605,-0.153772,1.067056,2.466125
50,-0.427906,1.624306,0.180239,0.328159,-0.781175,-0.074637,0.981114,2.267499
50,-0.435294,2.239606,0.211642,0.452469,-0.850112,-0.020477,1.352767,3.126445
50,-0.361247,2.237576,0.211546,0.452059,-0.775876,0.053382,1.351541,3.123611
50,-0.779173,1.843584,0.192020,0.372460,-1.155532,-0.402814,1.113562,2.573606
50,-0.461141,1.494684,0.172898,0.301972,-0.800021,-0.122261,0.902820,2.086549
50,-0.423753,1.743018,0.186709,0.352143,-0.789703,-0.057803,1.052818,2.433218
50,-0.626677,2.492660,0.223278,0.503593,-1.064303,-0.189052,1.505617,3.479703
50,-0.089203,2.452527,0.221474,0.495485,-0.523292,0.344885,1.481376,3.423678
50,-0.200711,1.613568,0.179642,0.325990,-0.552809,0.151388,0.974627,2.252508
50,-0.526636,2.188045,0.209191,0.442052,-0.936651,-0.116622,1.321624,3.054467
50,-0.512222,2.085077,0.204210,0.421249,-0.912473,-0.111971,1.259429,2.910726
50,-0.314268,1.791533,0.189290,0.361944,-0.685277,0.056740,1.082122,2.500944
50,-0.534327,2.163290,0.208004,0.437051,-0.942016,-0.126639,1.306671,3.019909
50,-0.078373,1.494943,0.172913,0.302024,-0.417283,0.260536,0.902976,2.086911
50,-0.478623,1.348954,0.164253,0.272530,-0.800559,-0.156687,0.814796,1.883113
50,-0.543722,2.321184,0.215462,0.468950,-0.966026,-0.121417,1.402042,3.240326
50,-0.127941,1.823689,0.190981,0.368441,-0.502264,0.246382,1.101545,2.545833
50,-0.707896,2.007427,0.200371,0.405561,-1.100623,-0.315168,1.212526,2.802327
50,-0.572693,1.503243,0.173392,0.303701,-0.912542,-0.232845,0.907989,2.098496
50,-0.291030,1.744089,0.186767,0.352359,-0.657093,0.075032,1.053465,2.434713
50,-0.746517,2.496946,0.223470,0.504459,-1.184519,-0.308515,1.508206,3.485687
50,-0.352066,1.432338,0.169254,0.289376,-0.683803,-0.020329,0.865161,1.999515
50,-0.545482,1.694841,0.184111,0.342409,-0.906340,-0.184625,1.023718,2.365963
50,-0.416856,1.825311,0.191066,0.368769,-0.791346,-0.042367,1.102525,2.548097
50,-0.623962,1.537058,0.175332,0.310533,-0.967612,-0.280312,0.928414,2.145702
50,-0.674798,1.657030,0.182046,0.334771,-1.031607,-0.317988,1.000880,2.313181
50,-0.619045,3.073089,0.247915,0.620858,-1.104958,-0.133132,1.856208,4.289970
50,-0.631192,2.254647,0.212351,0.455507,-1.047400,-0.214984,1.361852,3.147442
50,-0.797943,2.021697,0.201082,0.408445,-1.192063,-0.403822,1.221146,2.822249
50,-0.351051,1.858616,0.192801,0.375497,-0.728941,0.026840,1.122642,2.594590
50,-0.592576,2.022189,0.201106,0.408544,-0.986745,-0.198408,1.221443,2.822935
50,-0.376611,2.253382,0.212291,0.455252,-0.792702,0.039480,1.361088,3.145676
50,-0.712921,1.923100,0.196117,0.388525,-1.097311,-0.328531,1.161591,2.684609
50,-0.507376,2.377916,0.218079,0.480412,-0.934810,-0.079942,1.436309,3.319522
50,-0.670958,1.594123,0.178557,0.322061,-1.020929,-0.320987,0.962882,2.225363
50,-0.555310,2.119052,0.205867,0.428113,-0.958809,-0.151812,1.279950,2.958154
50,-0.500922,2.454639,0.221569,0.495912,-0.935197,-0.066647,1.482651,3.426626
50,-0.707817,1.963501,0.198167,0.396687,-1.096224,-0.319410,1.185995,2.741008
50,-0.381819,2.522272,0.224601,0.509576,-0.822036,0.058398,1.523503,3.521041
50,-0.210282,1.597826,0.178764,0.322810,-0.560659,0.140095,0.965119,2.230533
50,-0.301422,2.416220,0.219828,0.488150,-0.732285,0.129441,1.459445,3.372994
50,-0.350572,2.366344,0.217547,0.478074,-0.776965,0.075821,1.429319,3.303368
50,-0.533315,1.739356,0.186513,0.351403,-0.898880,-0.167749,1.050606,2.428106
50,-0.327854,2.181944,0.208899,0.440819,-0.737296,0.081589,1.317938,3.045949
50,-0.582327,2.583858,0.227326,0.522018,-1.027886,-0.136767,1.560702,3.607014
50,-0.249581,2.387645,0.218524,0.482377,-0.677889,0.178726,1.442186,3.333104
50,-0.703075,1.806020,0.190054,0.364871,-1.075580,-0.330569,1.090873,2.521168
50,-0.794465,2.708644,0.232751,0.547229,-1.250656,-0.338274,1.636076,3.781212
50,-0.668570,1.602872,0.179046,0.323829,-1.019500,-0.317640,0.968167,2.237577
50,-0.464762,1.995595,0.199780,0.403171,-0.856330,-0.073194,1.205380,2.785810
50,-1.161575,2.021071,0.201051,0.408318,-1.555634,-0.767515,1.220768,2.821374
50,-0.495252,2.399005,0.219044,0.484672,-0.924578,-0.065927,1.449048,3.348963
50,-0.447276,2.077255,0.203826,0.419669,-0.846775,-0.047776,1.254704,2.899805
50,-0.637505,2.636126,0.229614,0.532578,-1.087548,-0.187462,1.592273,3.679979
50,-0.585912,1.947453,0.197355,0.393445,-0.972729,-0.199096,1.176301,2.718605
50,-0.534452,1.703395,0.184575,0.344138,-0.896219,-0.172685,1.028885,2.377905
50,-0.437093,2.369632,0.217698,0.478738,-0.863782,-0.010404,1.431305,3.307958
50,-0.633630,2.626244,0.229183,0.530581,-1.082829,-0.184431,1.586304,3.666183
50,-0.794721,1.406613,0.167727,0.284179,-1.123465,-0.465977,0.849622,1.963603
50,-0.533423,2.142305,0.206993,0.432811,-0.939129,-0.127717,1.293996,2.990615
50,-0.498121,2.414241,0.219738,0.487750,-0.928808,-0.067435,1.458250,3.370232
50,-0.399725,1.790855,0.189254,0.361807,-0.770663,-0.028787,1.081712,2.499997
50,-0.255947,1.946552,0.197310,0.393263,-0.642674,0.130779,1.175757,2.717347
50,-0.311963,1.883142,0.194069,0.380452,-0.692338,0.068413,1.137456,2.628828
50,-0.285842,2.249028,0.212086,0.454372,-0.701531,0.129846,1.358458,3.139597
50,-0.193527,1.947286,0.197347,0.393411,-0.580327,0.193272,1.176200,2.718372
50,-0.716104,1.941146,0.197035,0.392171,-1.102293,-0.329915,1.172491,2.709800
50,-0.544357,1.423916,0.168755,0.287674,-0.875117,-0.213597,0.860074,1.987758
50,-0.527429,1.963573,0.198170,0.396702,-0.915843,-0.139015,1.186038,2.741108
50,-0.628603,2.206514,0.210072,0.445783,-1.040344,-0.216861,1.332779,3.080248
50,-0.019354,1.384750,0.166418,0.279762,-0.345533,0.306826,0.836417,1.933083
50,-0.568349,1.803301,0.189911,0.364322,-0.940574,-0.196124,1.089230,2.517372
50,-0.512296,1.555418,0.176376,0.314242,-0.857992,-0.166600,0.939504,2.171332
50,-0.290260,2.253759,0.212309,0.455328,-0.706386,0.125866,1.361316,3.146202
50,-0.157546,3.116859,0.249674,0.629701,-0.646907,0.331815,1.882646,4.351073
50,-0.338668,1.991363,0.199568,0.402316,-0.729821,0.052484,1.202824,2.779903
50,-0.606986,1.443462,0.169910,0.291623,-0.940008,-0.273963,0.871880,2.015044
50,-0.407376,2.676896,0.231383,0.540815,-0.860886,0.046134,1.616899,3.736892
50,-0.172190,1.880919,0.193955,0.380003,-0.552341,0.207961,1.136113,2.625725
50,-0.734609,1.910723,0.195485,0.386024,-1.117760,-0.351458,1.154115,2.667330
50,-0.456554,2.342652,0.216456,0.473287,-0.880807,-0.032301,1.415009,3.270294
50,-0.769989,2.158579,0.207778,0.436099,-1.177234,-0.362745,1.303826,3.013333
50,-0.472168,1.472598,0.171616,0.297510,-0.808535,-0.135802,0.889479,2.055717
50,-0.751134,1.623762,0.180209,0.328049,-1.104343,-0.397924,0.980785,2.266739
50,-0.844124,1.762954,0.187774,0.356170,-1.212161,-0.476087,1.064860,2.461048
50,-0.398023,1.988214,0.199410,0.401680,-0.788866,-0.007179,1.200922,2.775507
50,-0.642346,1.342931,0.163886,0.271313,-0.963563,-0.321130,0.811157,1.874704
50,-0.765824,1.895911,0.194726,0.383032,-1.147487,-0.384161,1.145168,2.646653
50,-0.292746,1.309653,0.161843,0.264590,-0.609958,0.024466,0.791057,1.828250
50,-0.638206,1.631078,0.180614,0.329528,-0.992210,-0.284201,0.985204,2.276952
50,-0.726318,1.188751,0.154192,0.240164,-1.028533,-0.424102,0.718030,1.659472
50,-0.427392,1.480373,0.172068,0.299081,-0.764646,-0.090139,0.894175,2.066571
50,-0.338917,2.136346,0.206705,0.431607,-0.744059,0.066224,1.290396,2.982296
50,-0.077090,1.797886,0.189625,0.363228,-0.448755,0.294576,1.085959,2.509812
50,-0.618289,1.706751,0.184757,0.344816,-0.980412,-0.256166,1.030912,2.382589
50,-0.391184,1.799467,0.189709,0.363547,-0.763013,-0.019355,1.086914,2.512019
50,-0.758518,2.893061,0.240544,0.584487,-1.229983,-0.287052,1.747467,4.038655
50,-0.396247,2.227964,0.211091,0.450117,-0.809985,0.017491,1.345735,3.110193
50,-0.556846,2.177161,0.208670,0.439853,-0.965839,-0.147852,1.315049,3.039273
50,-0.374630,2.085054,0.204208,0.421245,-0.774879,0.025618,1.259415,2.910693
50,-0.581624,2.199902,0.209757,0.444447,-0.992748,-0.170500,1.328785,3.071019
50,-0.553759,1.624402,0.180244,0.328179,-0.907038,-0.200480,0.981171,2.267632
50,-0.354601,1.678450,0.183218,0.339098,-0.713709,0.004507,1.013818,2.343083
50,-0.386495,1.286244,0.160390,0.259861,-0.700859,-0.072131,0.776918,1.795571
50,-0.472788,1.578679,0.177690,0.318941,-0.821059,-0.124516,0.953554,2.203804
50,-0.798383,2.674542,0.231281,0.540339,-1.251694,-0.345073,1.615477,3.733607
50,-0.521187,3.150850,0.251032,0.636568,-1.013209,-0.029165,1.903177,4.398523
50,-0.603439,1.787696,0.189087,0.361169,-0.974049,-0.232828,1.079805,2.495588
50,-0.219761,2.475164,0.222493,0.500059,-0.655848,0.216326,1.495049,3.455279
50,-0.389384,1.811753,0.190355,0.366029,-0.762480,-0.016288,1.094336,2.529171
50,-0.608489,2.816346,0.237333,0.568988,-1.073662,-0.143317,1.701130,3.931562
50,-1.138306,2.163133,0.207997,0.437019,-1.545980,-0.730633,1.306576,3.019689
50,-0.418677,2.021938,0.201094,0.408493,-0.812821,-0.024533,1.221291,2.822584
50,-0.393427,2.099007,0.204891,0.424064,-0.795012,0.008159,1.267843,2.930172
50,-0.420593,2.402131,0.219186,0.485304,-0.850198,0.009012,1.450936,3.353326
50,-0.018910,2.155285,0.207619,0.435433,-0.425843,0.388024,1.301836,3.008735
50,-0.459613,2.180118,0.208812,0.440450,-0.868884,-0.050342,1.316836,3.043401
50,-0.543532,1.551954,0.176179,0.313542,-0.888843,-0.198221,0.937412,2.166497
50,-0.450787,2.124557,0.206134,0.429225,-0.854809,-0.046765,1.283275,2.965839
50,-0.589296,2.276817,0.213392,0.459987,-1.007546,-0.171047,1.375244,3.178391
50,-0.242675,2.523446,0.224653,0.509813,-0.682995,0.197645,1.524212,3.522680
50,-0.178972,1.773485,0.188334,0.358298,-0.548107,0.190162,1.071221,2.475749
50,-0.525075,1.805323,0.190017,0.364730,-0.897508,-0.152641,1.090451,2.520194
50,-0.448693,2.737471,0.233986,0.553053,-0.907305,0.009920,1.653488,3.821454
50,-0.383950,2.353471,0.216955,0.475473,-0.809182,0.041282,1.421544,3.285398
50,-0.352963,1.980615,0.199028,0.400145,-0.743059,0.037132,1.196331,2.764898
50,-0.603825,2.523050,0.224635,0.509733,-1.044110,-0.163539,1.523973,3.522127
50,-0.438488,2.173388,0.208489,0.439091,-0.847127,-0.029849,1.312770,3.034005
50,-0.620430,2.036713,0.201827,0.411478,-1.016011,-0.224848,1.230216,2.843211
50,-0.575664,1.785460,0.188969,0.360717,-0.946043,-0.205286,1.078454,2.492466
50,-0.365220,1.753960,0.187294,0.354353,-0.732317,0.001877,1.059427,2.448493
50,-0.362181,1.613018,0.179612,0.325879,-0.714220,-0.010142,0.974296,2.251741
50,-0.821078,1.816284,0.190593,0.366945,-1.194640,-0.447515,1.097072,2.535496
50,-0.516173,2.092484,0.204572,0.422746,-0.917134,-0.115212,1.263902,2.921065
50,-0.307538,1.719884,0.185466,0.347469,-0.671052,0.055975,1.038845,2.400923
50,-0.447520,1.807648,0.190139,0.365200,-0.820193,-0.074847,1.091856,2.523441
50,-0.671034,2.166617,0.208164,0.437723,-1.079036,-0.263032,1.308681,3.024554
50,-0.914932,1.352264,0.164454,0.273199,-1.237262,-0.592601,0.816795,1.887733
50,-0.487248,2.169754,0.208315,0.438356,-0.895545,-0.078951,1.310575,3.028933
50,-0.709478,2.028059,0.201398,0.409730,-1.104219,-0.314738,1.224989,2.831130
50,-0.644642,2.185711,0.209079,0.441580,-1.054438,-0.234846,1.320213,3.051208
50,-0.710074,2.008171,0.200408,0.405712,-1.102874,-0.317274,1.212976,2.803366
50,-0.657511,1.713876,0.185142,0.346255,-1.020389,-0.294633,1.035216,2.392536
50,-0.546338,1.576542,0.177569,0.318510,-0.894373,-0.198302,0.952263,2.200821
50,-0.344873,1.675452,0.183055,0.338493,-0.703661,0.013914,1.012007,2.338898
50,-0.544191,2.502443,0.223716,0.505570,-0.982674,-0.105708,1.511526,3.493360
50,-0.433123,1.747726,0.186961,0.353094,-0.799567,-0.066678,1.055662,2.439790
50,-0.368291,2.683299,0.231659,0.542108,-0.822343,0.085761,1.620767,3.745831
50,-0.811712,2.013998,0.200699,0.406889,-1.205081,-0.418343,1.216495,2.811500
50,-0.625543,3.325297,0.257887,0.671812,-1.131003,-0.120084,2.008547,4.642048
50,-0.963743,1.543828,0.175717,0.311900,-1.308149,-0.619338,0.932503,2.155153
50,-0.154144,1.988752,0.199437,0.401789,-0.545040,0.236752,1.201247,2.776258
50,-0.729391,2.028078,0.201399,0.409734,-1.124133,-0.334649,1.225000,2.831155
50,-0.433991,1.813662,0.190455,0.366415,-0.807284,-0.060699,1.095489,2.531836
50,-0.664112,2.040526,0.202016,0.412249,-1.060064,-0.268161,1.232519,2.848533
50,-0.614406,1.788799,0.189145,0.361392,-0.985131,-0.243681,1.080471,2.497127
50,-0.644454,2.330237,0.215881,0.470779,-1.067581,-0.221326,1.407510,3.252964
50,-0.744369,1.779134,0.188634,0.359439,-1.114091,-0.374647,1.074633,2.483635
50,-0.607700,2.603325,0.228181,0.525951,-1.054935,-0.160466,1.572461,3.634189
50,-0.329455,2.345079,0.216568,0.473777,-0.753928,0.095018,1.416475,3.273682
50,-0.389822,1.843875,0.192035,0.372519,-0.766211,-0.013433,1.113738,2.574013
50,-0.489848,2.216363,0.210540,0.447773,-0.902507,-0.077189,1.338728,3.093998
50,-0.314651,2.528965,0.224898,0.510928,-0.755452,0.126150,1.527546,3.530384
50,-0.800639,1.832193,0.191426,0.370159,-1.175834,-0.425445,1.106681,2.557704
50,-0.213548,2.092639,0.204580,0.422777,-0.614524,0.187428,1.263996,2.921282
50,-0.099532,1.754839,0.187341,0.354531,-0.466721,0.267657,1.059958,2.449720
50,-0.459860,1.744999,0.186815,0.352543,-0.826018,-0.093702,1.054015,2.435983
50,-0.124285,2.033975,0.201692,0.410925,-0.519600,0.271031,1.228562,2.839388
50,-0.694354,2.374319,0.217914,0.479685,-1.121465,-0.267243,1.434137,3.314502
50,-0.167477,1.948041,0.197385,0.393564,-0.554352,0.219397,1.176656,2.719425
50,-0.387392,1.827646,0.191188,0.369240,-0.762121,-0.012664,1.103935,2.551358
50,-0.164120,1.524520,0.174615,0.307999,-0.506365,0.178125,0.920841,2.128198
50,-0.448327,2.664059,0.230827,0.538221,-0.900748,0.004095,1.609145,3.718972
50,-0.614453,2.334729,0.216089,0.471686,-1.037988,-0.190918,1.410223,3.259234
50,-0.488889,2.050705,0.202519,0.414305,-0.885827,-0.091951,1.238667,2.862742
50,-0.441504,1.926247,0.196278,0.389161,-0.826209,-0.056800,1.163492,2.689002
50,-0.190076,2.139310,0.206848,0.432206,-0.595499,0.215346,1.292186,2.986433
50,-0.432420,1.617440,0.179858,0.326772,-0.784941,-0.079899,0.976966,2.257913
50,-0.796220,2.047015,0.202337,0.413560,-1.192801,-0.399639,1.236438,2.857592
50,-0.534243,2.407310,0.219422,0.486350,-0.964310,-0.104175,1.454064,3.360556
50,-0.481845,1.368970,0.165467,0.276574,-0.806161,-0.157529,0.826886,1.911055
50,-0.891270,1.833028,0.191469,0.370328,-1.266550,-0.515990,1.107186,2.558870
50,-0.871112,2.238902,0.211608,0.452326,-1.285865,-0.456360,1.352342,3.125462
50,-0.419363,1.811175,0.190325,0.365913,-0.792400,-0.046327,1.093986,2.528364
50,-0.227817,1.478519,0.171960,0.298706,-0.564859,0.109225,0.893055,2.063983
50,-0.574407,1.888526,0.194346,0.381540,-0.955326,-0.193488,1.140708,2.636344
50,-0.423060,2.759762,0.234937,0.557556,-0.883536,0.037416,1.666952,3.852572
50,-0.653920,1.684080,0.183525,0.340236,-1.013630,-0.294210,1.017218,2.350942
50,-0.420138,2.343569,0.216498,0.473472,-0.844474,0.004198,1.415563,3.271575
50,-0.546633,3.109094,0.249363,0.628132,-1.035384,-0.057882,1.877956,4.340232
50,-0.063723,2.320071,0.215410,0.468725,-0.485926,0.358481,1.401370,3.238772
50,-0.665035,2.253318,0.212288,0.455239,-1.081120,-0.248949,1.361049,3.145586
50,-0.360479,1.962888,0.198136,0.396563,-0.748825,0.027867,1.185624,2.740151
50,-0.679820,1.621675,0.180093,0.327628,-1.032802,-0.326838,0.979524,2.263825
50,-0.195266,1.302382,0.161393,0.263121,-0.511596,0.121064,0.786665,1.818099
50,-0.349823,2.934967,0.242279,0.592953,-0.824691,0.125044,1.772779,4.097155
50,-0.734542,2.056721,0.202816,0.415520,-1.132062,-0.337023,1.242301,2.871141
50,-0.370865,2.968316,0.243652,0.599690,-0.848423,0.106693,1.792923,4.143709
50,-0.477772,1.954842,0.197729,0.394938,-0.865321,-0.090223,1.180764,2.728920
50,-0.284820,2.315237,0.215185,0.467748,-0.706583,0.136943,1.398450,3.232024
50,-0.542858,2.152960,0.207507,0.434964,-0.949572,-0.136144,1.300431,3.005488
50,-0.498482,1.917551,0.195834,0.387404,-0.882317,-0.114647,1.158240,2.676863
50,-0.030940,1.880287,0.193922,0.379875,-0.411027,0.349147,1.135731,2.624843
50,-0.428199,2.229945,0.211184,0.450517,-0.842120,-0.014277,1.346932,3.112958
50,-0.420837,1.438210,0.169600,0.290562,-0.753254,-0.088421,0.868708,2.007712
50,-0.661977,1.889488,0.194396,0.381734,-1.042993,-0.280961,1.141289,2.637687
50,-0.717844,1.961267,0.198054,0.396236,-1.106030,-0.329659,1.184645,2.737889
50,-0.582340,1.593621,0.178529,0.321960,-0.932256,-0.232425,0.962580,2.224663
50,-0.457147,1.275537,0.159721,0.257697,-0.770200,-0.144094,0.770450,1.780624
50,-0.822804,1.906620,0.195275,0.385195,-1.205543,-0.440065,1.151637,2.661603
50,-0.788533,2.514713,0.224264,0.508049,-1.228090,-0.348975,1.518938,3.510489
50,-0.370840,2.004633,0.200232,0.404997,-0.763294,0.021614,1.210839,2.798428
50,-0.862792,2.695304,0.232177,0.544534,-1.317858,-0.407725,1.628018,3.762590
50,-0.408287,2.018364,0.200916,0.407771,-0.802083,-0.014492,1.219133,2.817596
50,-0.865360,1.884677,0.194148,0.380762,-1.245890,-0.484829,1.138383,2.630972
50,-0.827047,2.003170,0.200158,0.404701,-1.219357,-0.434736,1.209955,2.796385
